id,name,age,city,email,signup_date,customer_segment,monthly_spend,is_active
9971,Tereza Růžička,61,Pardubice,tereza.růžička.9971@sentinel.test,2025-08-06,premium,1037.96,False
9972,David Novotný,32,Liberec,david.novotný.9972@mail.cz,2025-02-13,standard,577.66,True
9973,Kateřina Veselý,70,Praha,kateřina.veselý.9973@sentinel.test,2024-08-30,free,769.86,False
9974,Martin Novák,40,Brno,martin.novák.9974@mail.cz,2025-05-20,premium,712.79,True
9975,Eva Dvořák,66,Hradec Králové,eva.dvořák.9975@example.com,2025-08-11,free,197.82,True
9976,Martin Pokorný,76,Ústí nad Labem,martin.pokorný.9976@demo.io,2025-08-07,free,2409.01,False
9977,Lucie Veselý,67,Ostrava,lucie.veselý.9977@demo.io,2024-12-27,enterprise,356.28,True
9978,Anna Král,48,Ostrava,anna.král.9978@demo.io,2024-03-22,free,888.08,True
9979,Daniel Novák,73,České Budějovice,daniel.novák.9979@sentinel.test,2025-09-13,standard,268.87,True
9980,Kateřina Němec,44,Zlín,kateřina.němec.9980@sentinel.test,2023-03-18,free,2287.59,True
9981,Daniel Růžička,71,Jihlava,daniel.růžička.9981@mail.cz,2022-04-07,enterprise,1935.74,False
9982,Nikola Novotný,27,Pardubice,nikola.novotný.9982@company.cz,2024-10-23,free,2232.13,True
9983,Lucie Černý,43,Zlín,lucie.černý.9983@company.cz,2023-12-25,free,2361.42,True
9984,Filip Procházka,56,Ústí nad Labem,filip.procházka.9984@sentinel.test,2023-09-12,standard,65.11,True
9985,Jakub Kučera,20,Hradec Králové,jakub.kučera.9985@sentinel.test,2024-09-23,free,1978.56,False
9986,Veronika Kučera,31,Jihlava,veronika.kučera.9986@sentinel.test,2024-11-02,free,1626.0,True
9987,Jan Kučera,45,Ústí nad Labem,jan.kučera.9987@example.com,2023-09-24,premium,1238.44,True
9988,Tomáš Horák,29,Olomouc,tomáš.horák.9988@sentinel.test,2025-11-19,standard,1134.14,True
9989,Eva Pokorný,47,Ústí nad Labem,eva.pokorný.9989@demo.io,2025-04-10,standard,423.8,False
9990,Lucie Marek,73,České Budějovice,lucie.marek.9990@sentinel.test,2024-08-31,free,1202.71,True
9991,Tomáš Jelínek,73,Hradec Králové,tomáš.jelínek.9991@company.cz,2025-07-28,premium,1561.02,True
9992,Tereza Svoboda,34,Liberec,tereza.svoboda.9992@mail.cz,2022-06-27,enterprise,750.79,True
9993,David Veselý,78,Ústí nad Labem,david.veselý.9993@company.cz,2024-01-09,free,1199.04,True
9994,Petr Král,77,Liberec,petr.král.9994@example.com,2024-08-15,standard,598.82,False
9995,Anna Pokorný,25,Ústí nad Labem,anna.pokorný.9995@example.com,2025-04-02,free,2254.76,True
9996,Anna Novotný,51,Hradec Králové,anna.novotný.9996@company.cz,2023-05-08,premium,1438.59,True
9997,David Veselý,73,Hradec Králové,david.veselý.9997@demo.io,2026-01-15,enterprise,578.58,True
9998,Adéla Svoboda,20,Zlín,adéla.svoboda.9998@example.com,2024-10-22,free,2220.71,True
9999,Lucie Dvořák,51,Zlín,lucie.dvořák.9999@sentinel.test,2022-09-11,premium,1606.61,True
10000,Daniel Jelínek,62,Plzeň,daniel.jelínek.10000@sentinel.test,2024-12-12,enterprise,80.37,True
10001,Ondřej Jelínek,38,Liberec,,2022-02-07,enterprise,1593.16,True
10002,David Růžička,60,Hradec Králové,david.růžička.10002@company.cz,2022-02-24,premium,1945.53,False
10003,Karolína Svoboda,67,Karlovy Vary,karolína.svoboda.10003@example.com,2022-06-27,standard,1400.13,True
10004,Karolína Král,61,České Budějovice,karolína.král.10004@demo.io,2022-05-27,free,624.89,True
10005,Jan Dvořák,80,Pardubice,jan.dvořák.10005@example.com,2023-10-29,premium,973.08,False
10006,Tomáš Horák,78,Jihlava,tomáš.horák.10006@demo.io,2025-03-31,enterprise,1673.06,True
10007,Nikola Černý,43,Zlín,nikola.černý.10007@sentinel.test,2024-12-10,free,565.03,True
10008,Veronika Černý,55,Jihlava,veronika.černý.10008@sentinel.test,2023-07-25,free,1579.98,True
10009,Veronika Němec,39,Plzeň,veronika.němec.10009@example.com,2023-09-26,standard,2205.81,True
10010,Tereza Novotný,62,Hradec Králové,tereza.novotný.10010@demo.io,2023-12-16,free,1395.84,True
10011,Jakub Kučera,43,Jihlava,jakub.kučera.10011@sentinel.test,2022-04-03,standard,1446.41,True
10012,Filip Růžička,49,České Budějovice,filip.růžička.10012@mail.cz,2023-03-11,standard,949.21,True
10013,Jakub Novák,32,Jihlava,jakub.novák.10013@company.cz,2023-11-21,premium,1189.27,True
10014,Michaela Marek,24,Olomouc,michaela.marek.10014@mail.cz,2022-08-04,standard,1020.29,True
10015,Anna Novák,52,Brno,anna.novák.10015@demo.io,2022-10-17,enterprise,43.7,False
10016,Filip Novotný,26,Liberec,filip.novotný.10016@mail.cz,2022-04-13,premium,645.44,True
10017,David Beneš,61,Ostrava,david.beneš.10017@example.com,2024-08-23,standard,1209.86,True
10018,Karolína Horák,72,Ústí nad Labem,karolína.horák.10018@example.com,2022-09-04,standard,962.58,True
10019,Karolína Veselý,66,Ústí nad Labem,karolína.veselý.10019@demo.io,2024-07-10,premium,140.47,False
10020,Veronika Hájek,64,Praha,veronika.hájek.10020@example.com,2022-12-04,standard,1456.54,False
10021,Jakub Veselý,37,Zlín,jakub.veselý.10021@mail.cz,2023-12-11,premium,530.22,True
10022,Barbora Pospíšil,21,Pardubice,barbora.pospíšil.10022@company.cz,2025-11-12,enterprise,983.36,True
10023,Filip Beneš,67,Zlín,filip.beneš.10023@example.com,2025-05-13,premium,467.85,True
10024,David Veselý,77,Liberec,david.veselý.10024@demo.io,2024-06-30,enterprise,643.73,True
10025,Eva Hájek,73,Plzeň,eva.hájek.10025@mail.cz,2023-09-12,premium,2333.28,True
10026,Daniel Svoboda,23,Ostrava,daniel.svoboda.10026@company.cz,2022-02-27,standard,1449.0,True
10027,Anna Horák,79,Ostrava,anna.horák.10027@example.com,2024-06-27,premium,1252.5,True
10028,Michaela Marek,56,Pardubice,michaela.marek.10028@mail.cz,2022-04-27,premium,962.19,True
10029,Lucie Král,74,Brno,lucie.král.10029@company.cz,2022-10-11,enterprise,1574.37,True
10030,Ondřej Marek,80,Praha,ondřej.marek.10030@example.com,2025-03-14,enterprise,1143.55,True
10031,Anna Růžička,51,Karlovy Vary,anna.růžička.10031@company.cz,2022-01-19,enterprise,1407.32,False
10032,Tereza Kučera,51,Ostrava,tereza.kučera.10032@company.cz,2024-09-16,free,1712.91,False
10033,Martin Kučera,78,Olomouc,martin.kučera.10033@mail.cz,2025-02-17,free,889.35,True
10034,Anna Hájek,56,Ústí nad Labem,anna.hájek.10034@company.cz,2022-12-14,enterprise,245.13,True
10035,Jakub Procházka,31,Ústí nad Labem,jakub.procházka.10035@company.cz,2024-08-22,enterprise,2086.46,True
10036,Tereza Novotný,31,Liberec,tereza.novotný.10036@sentinel.test,2025-11-24,premium,157.99,True
10037,Nikola Růžička,79,České Budějovice,nikola.růžička.10037@mail.cz,2023-01-01,enterprise,1697.05,True
10038,Petr Marek,47,Olomouc,petr.marek.10038@sentinel.test,2025-11-15,free,289.19,True
10039,Daniel Beneš,23,Hradec Králové,daniel.beneš.10039@demo.io,2025-11-03,free,1810.26,True
10040,,50,Brno,tomáš.černý.10040@sentinel.test,2024-09-17,free,665.42,True
10041,Petr Dvořák,68,Brno,petr.dvořák.10041@sentinel.test,2025-07-17,premium,72.85,True
10042,Anna Pokorný,57,Hradec Králové,anna.pokorný.10042@company.cz,2022-04-23,free,2198.96,False
10043,Petr Pokorný,38,Plzeň,petr.pokorný.10043@example.com,2025-06-24,enterprise,2189.02,False
10044,Ondřej Novotný,53,Hradec Králové,ondřej.novotný.10044@company.cz,2024-11-24,enterprise,1339.53,True
10045,Petr Dvořák,46,Pardubice,petr.dvořák.10045@demo.io,2022-12-28,enterprise,133.33,True
10046,Daniel Černý,74,Karlovy Vary,daniel.černý.10046@demo.io,2025-10-20,premium,926.68,False
10047,Daniel Marek,66,Jihlava,daniel.marek.10047@demo.io,2025-06-19,enterprise,1374.94,False
10048,Petr Pospíšil,56,Ostrava,petr.pospíšil.10048@company.cz,2022-02-08,premium,296.5,True
10049,Adéla Beneš,61,Karlovy Vary,adéla.beneš.10049@mail.cz,2022-03-27,standard,561.45,True
10050,Jakub Kučera,46,Hradec Králové,jakub.kučera.10050@demo.io,2022-03-22,free,449.22,True
10051,Michaela Svoboda,31,České Budějovice,michaela.svoboda.10051@sentinel.test,2025-10-21,enterprise,1944.25,True
10052,Jakub Hájek,51,Jihlava,jakub.hájek.10052@company.cz,2024-10-07,standard,1943.74,False
10053,Tereza Hájek,46,Ostrava,tereza.hájek.10053@mail.cz,2025-11-25,free,145.44,True
10054,Jakub Němec,77,Olomouc,jakub.němec.10054@company.cz,2024-08-09,premium,1656.26,True
10055,Jakub Dvořák,28,Praha,jakub.dvořák.10055@demo.io,2023-04-03,free,2094.68,True
10056,David Kučera,79,Liberec,david.kučera.10056@company.cz,2022-08-23,free,52.51,True
10057,Jakub Černý,67,Pardubice,jakub.černý.10057@mail.cz,2023-11-08,enterprise,1990.19,False
10058,Lucie Hájek,23,Zlín,lucie.hájek.10058@sentinel.test,2024-12-24,premium,1948.24,False
10059,Tomáš Procházka,79,Pardubice,tomáš.procházka.10059@mail.cz,2023-12-19,premium,1997.82,True
10060,Eva Kučera,37,České Budějovice,eva.kučera.10060@mail.cz,2022-10-20,free,-224.5,True
10061,Lucie Kučera,42,Ostrava,lucie.kučera.10061@mail.cz,2025-03-25,free,1024.78,True
10062,Tereza Pokorný,69,Praha,tereza.pokorný.10062@mail.cz,2023-09-28,premium,2356.77,True
10063,Lucie Pokorný,43,České Budějovice,lucie.pokorný.10063@demo.io,2025-11-17,free,1313.42,True
10064,David Kučera,40,Pardubice,david.kučera.10064@mail.cz,2025-04-01,standard,108.28,True
10065,Eva Novotný,33,Pardubice,eva.novotný.10065@mail.cz,2025-01-24,standard,1537.75,True
10066,Ondřej Novotný,43,Liberec,ondřej.novotný.10066@mail.cz,2022-08-15,enterprise,1551.37,True
10067,Petr Hájek,51,Liberec,petr.hájek.10067@example.com,2025-11-02,free,2012.31,False
10068,Petr Procházka,58,Praha,petr.procházka.10068@example.com,2022-12-12,standard,2172.79,True
10069,Veronika Beneš,80,Ústí nad Labem,veronika.beneš.10069@sentinel.test,2024-10-02,standard,591.04,False
10070,Eva Růžička,73,Liberec,eva.růžička.10070@company.cz,2025-03-15,standard,1904.64,False
10071,Karolína Růžička,18,Karlovy Vary,karolína.růžička.10071@mail.cz,2022-12-08,premium,2447.02,True
10072,Anna Marek,60,Karlovy Vary,anna.marek.10072@demo.io,2025-12-17,free,538.17,True
10073,Lucie Dvořák,37,Ústí nad Labem,lucie.dvořák.10073@example.com,2023-10-11,enterprise,56.83,True
10074,Martin Dvořák,21,Ústí nad Labem,martin.dvořák.10074@sentinel.test,2024-04-06,free,857.78,True
10075,David Dvořák,25,Praha,david.dvořák.10075@sentinel.test,2023-08-18,enterprise,1859.93,False
10076,Tomáš Němec,54,Ústí nad Labem,tomáš.němec.10076@sentinel.test,2023-02-13,premium,32.75,True
10077,Jan Veselý,70,Ústí nad Labem,jan.veselý.10077@demo.io,2024-10-21,free,2078.27,True
10078,Veronika Král,69,Olomouc,veronika.král.10078@sentinel.test,2025-12-10,premium,420.03,True
10079,Veronika Růžička,56,Pardubice,veronika.růžička.10079@mail.cz,2025-04-08,premium,912.58,True
10080,Veronika Černý,35,Brno,veronika.černý.10080@example.com,2022-01-07,enterprise,1606.66,True
10081,Michaela Němec,18,Ústí nad Labem,michaela.němec.10081@company.cz,2025-03-01,standard,431.39,True
10082,Eva Hájek,43,Ostrava,eva.hájek.10082@company.cz,2024-07-11,standard,916.53,True
10083,Adéla Veselý,40,Liberec,adéla.veselý.10083@sentinel.test,2026-01-06,premium,1135.75,False
10084,Anna Němec,51,Karlovy Vary,anna.němec.10084@sentinel.test,2023-11-19,free,119.97,True
10085,Jakub Král,78,Ostrava,jakub.král.10085@company.cz,2024-02-15,enterprise,1938.27,True
10086,Adéla Pospíšil,42,Brno,adéla.pospíšil.10086@company.cz,2024-11-04,standard,2199.93,True
10087,Daniel Novák,35,Praha,daniel.novák.10087@demo.io,2022-09-19,free,1423.24,True
10088,Tereza Němec,25,Praha,tereza.němec.10088@mail.cz,2023-04-24,free,264.8,True
10089,Petr Dvořák,68,Brno,petr.dvořák.10089@mail.cz,2022-10-12,enterprise,2368.59,True
10090,Daniel Beneš,53,Hradec Králové,daniel.beneš.10090@company.cz,2023-09-04,enterprise,1065.18,False
10091,Barbora Kučera,79,Liberec,barbora.kučera.10091@company.cz,2022-09-13,premium,1711.79,True
10092,Lucie Procházka,75,Brno,lucie.procházka.10092@company.cz,2022-01-30,premium,481.55,False
10093,Petr Pokorný,44,Zlín,petr.pokorný.10093@example.com,2023-07-03,standard,1032.53,True
10094,Kateřina Horák,64,Ústí nad Labem,kateřina.horák.10094@demo.io,2025-06-16,premium,756.22,True
10095,Jan Novák,44,Pardubice,jan.novák.10095@example.com,2025-06-14,free,2378.23,True
10096,Petr Veselý,28,Hradec Králové,petr.veselý.10096@example.com,2023-11-25,free,1580.78,False
10097,Tomáš Svoboda,34,Praha,tomáš.svoboda.10097@sentinel.test,2023-07-22,enterprise,654.09,False
10098,Tereza Beneš,54,České Budějovice,tereza.beneš.10098@company.cz,2022-11-07,standard,1293.37,True
10099,Jan Němec,64,Liberec,jan.němec.10099@company.cz,2024-09-20,free,1741.07,True
10100,Barbora Veselý,38,České Budějovice,barbora.veselý.10100@example.com,2023-11-12,premium,274.02,True
10101,Tomáš Růžička,56,Karlovy Vary,tomáš.růžička.10101@mail.cz,2024-06-27,premium,95.48,True
10102,Filip Procházka,24,Olomouc,filip.procházka.10102@mail.cz,2025-06-04,free,1706.4,True
10103,Michaela Novák,63,Hradec Králové,michaela.novák.10103@demo.io,2025-12-31,premium,1918.68,True
10104,Ondřej Beneš,63,Zlín,invalid-email-10104,2023-02-17,standard,2331.22,True
10105,Karolína Veselý,48,Olomouc,karolína.veselý.10105@company.cz,2022-08-04,standard,1756.77,True
10106,Martin Novotný,47,Praha,martin.novotný.10106@company.cz,2025-04-14,premium,708.32,True
10107,Ondřej Novotný,52,Brno,ondřej.novotný.10107@mail.cz,2023-06-06,free,153.13,True
10108,Filip Dvořák,75,Hradec Králové,filip.dvořák.10108@company.cz,2022-07-21,premium,532.04,True
10109,Petr Hájek,49,Praha,petr.hájek.10109@demo.io,2024-03-22,enterprise,1202.5,True
10110,Lucie Pokorný,63,České Budějovice,lucie.pokorný.10110@company.cz,2022-09-09,standard,1187.12,True
10111,Barbora Jelínek,33,Ústí nad Labem,barbora.jelínek.10111@mail.cz,2024-03-25,premium,1782.66,False
10112,Adéla Novotný,21,Ústí nad Labem,adéla.novotný.10112@sentinel.test,2022-09-21,premium,156.74,False
10113,Tereza Novotný,50,Olomouc,tereza.novotný.10113@sentinel.test,2022-09-17,premium,1037.78,False
10114,Barbora Beneš,46,Zlín,barbora.beneš.10114@example.com,2023-10-21,premium,2305.95,True
10115,Jan Hájek,60,Karlovy Vary,jan.hájek.10115@demo.io,2025-05-05,free,216.05,True
10116,Anna Němec,19,Jihlava,anna.němec.10116@sentinel.test,2022-10-24,premium,347.06,False
10117,Karolína Hájek,54,Pardubice,karolína.hájek.10117@demo.io,2024-11-23,enterprise,1538.57,True
10118,Petr Král,53,Ostrava,petr.král.10118@company.cz,2022-09-01,enterprise,2054.4,True
10119,Kateřina Dvořák,66,Plzeň,kateřina.dvořák.10119@demo.io,2025-04-23,enterprise,677.16,True
10120,Eva Jelínek,20,Plzeň,eva.jelínek.10120@company.cz,2023-04-27,premium,237.37,True
10121,Jan Dvořák,22,Olomouc,jan.dvořák.10121@sentinel.test,2024-09-19,enterprise,135.65,True
10122,Jakub Jelínek,50,Liberec,jakub.jelínek.10122@company.cz,2022-02-11,standard,1875.59,True
10123,David Novák,61,Karlovy Vary,david.novák.10123@company.cz,2023-08-17,standard,2301.9,True
10124,Tomáš Kučera,80,Praha,tomáš.kučera.10124@mail.cz,2022-09-20,standard,1425.18,True
10125,Veronika Horák,21,Plzeň,veronika.horák.10125@sentinel.test,2024-07-12,free,582.73,True
10126,Adéla Horák,79,Liberec,adéla.horák.10126@demo.io,2022-11-25,enterprise,1380.14,True
10127,Tomáš Pospíšil,76,Jihlava,tomáš.pospíšil.10127@sentinel.test,2025-08-04,enterprise,580.43,True
10128,Jan Pokorný,60,Liberec,jan.pokorný.10128@company.cz,2024-02-18,free,1680.58,False
10129,Petr Král,63,Hradec Králové,petr.král.10129@demo.io,2023-06-30,enterprise,225.39,True
10130,Anna Němec,64,Karlovy Vary,anna.němec.10130@demo.io,2025-08-07,standard,656.19,True
10131,Eva Král,39,Brno,eva.král.10131@sentinel.test,2024-09-29,free,62.13,True
10132,Martin Hájek,59,Zlín,martin.hájek.10132@demo.io,2025-07-26,standard,1012.69,False
10133,Tereza Svoboda,22,Pardubice,tereza.svoboda.10133@company.cz,2024-11-30,standard,2047.59,True
10134,Petr Pokorný,57,Ostrava,petr.pokorný.10134@demo.io,2025-02-08,standard,2218.06,True
10135,Lucie Beneš,39,Zlín,lucie.beneš.10135@demo.io,2025-02-22,standard,2233.49,True
10136,Tomáš Novotný,45,Karlovy Vary,tomáš.novotný.10136@example.com,2025-11-26,free,2454.82,False
10137,Veronika Novotný,38,Jihlava,veronika.novotný.10137@example.com,2023-03-20,standard,2331.59,True
10138,Lucie Hájek,27,Zlín,,2024-02-16,premium,1277.34,True
10139,Kateřina Pospíšil,72,Praha,kateřina.pospíšil.10139@sentinel.test,2022-11-04,free,1805.8,True
10140,Adéla Beneš,27,Olomouc,adéla.beneš.10140@mail.cz,2024-02-18,enterprise,1703.86,True
10141,Anna Růžička,50,Olomouc,anna.růžička.10141@example.com,2023-12-28,enterprise,1442.03,True
10142,Daniel Němec,71,České Budějovice,daniel.němec.10142@demo.io,2022-06-08,standard,1488.12,True
10143,Ondřej Beneš,18,Ústí nad Labem,ondřej.beneš.10143@demo.io,2024-03-14,enterprise,247.3,True
10144,Kateřina Marek,63,České Budějovice,kateřina.marek.10144@example.com,2025-09-08,enterprise,263.39,False
10145,Petr Novák,80,Brno,petr.novák.10145@mail.cz,2024-04-26,premium,171.13,True
10146,Jakub Novotný,44,Plzeň,jakub.novotný.10146@sentinel.test,2024-07-01,enterprise,1507.61,True
10147,David Němec,59,Pardubice,david.němec.10147@mail.cz,2025-11-02,premium,1482.66,True
10148,David Beneš,35,Ostrava,david.beneš.10148@example.com,2026-01-11,standard,324.68,True
10149,Anna Pokorný,,Liberec,anna.pokorný.10149@example.com,2023-06-19,standard,92.34,True
10150,Lucie Pospíšil,74,Pardubice,lucie.pospíšil.10150@mail.cz,2024-03-29,standard,2239.89,True
10151,Tomáš Marek,33,Brno,tomáš.marek.10151@example.com,2025-12-24,premium,1617.6,True
10152,Adéla Novák,36,Olomouc,adéla.novák.10152@mail.cz,2022-07-03,free,1930.33,True
10153,Michaela Svoboda,36,Pardubice,michaela.svoboda.10153@sentinel.test,2023-08-25,enterprise,1090.58,True
10154,Ondřej Dvořák,79,Plzeň,ondřej.dvořák.10154@sentinel.test,2025-03-02,premium,168.69,True
10155,Filip Dvořák,48,Ostrava,filip.dvořák.10155@company.cz,2023-09-09,enterprise,2057.97,True
10156,Ondřej Dvořák,57,Zlín,ondřej.dvořák.10156@mail.cz,2024-09-28,standard,1972.03,True
10157,Daniel Beneš,63,Pardubice,daniel.beneš.10157@company.cz,2023-02-16,standard,584.77,True
10158,Filip Marek,40,Jihlava,filip.marek.10158@company.cz,2024-07-11,enterprise,173.64,True
10159,Michaela Černý,63,Ostrava,michaela.černý.10159@example.com,2025-11-30,standard,2278.94,False
10160,Daniel Hájek,24,Jihlava,daniel.hájek.10160@demo.io,2024-07-24,free,84.8,True
10161,Adéla Svoboda,53,Olomouc,adéla.svoboda.10161@sentinel.test,2025-11-16,free,1132.06,True
10162,Adéla Beneš,63,Zlín,adéla.beneš.10162@company.cz,2023-05-22,standard,1760.97,True
10163,Jan Růžička,54,Hradec Králové,jan.růžička.10163@company.cz,2023-05-19,premium,755.8,True
10164,Martin Pokorný,59,Hradec Králové,martin.pokorný.10164@sentinel.test,2022-02-12,enterprise,60.16,True
10165,David Němec,75,Plzeň,david.němec.10165@mail.cz,2025-05-28,free,123.32,True
10166,Jakub Novotný,39,Pardubice,jakub.novotný.10166@mail.cz,2024-10-18,premium,7.84,False
10167,Tereza Hájek,28,Ostrava,tereza.hájek.10167@company.cz,2025-01-04,standard,2163.31,True
10168,Michaela Novák,40,Plzeň,michaela.novák.10168@company.cz,2024-03-12,premium,2156.95,True
10169,Martin Kučera,38,České Budějovice,martin.kučera.10169@sentinel.test,2024-11-28,premium,384.59,True
10170,Karolína Horák,23,České Budějovice,karolína.horák.10170@sentinel.test,2023-08-29,premium,2445.97,True
10171,Petr Horák,72,Ostrava,petr.horák.10171@sentinel.test,2023-11-22,enterprise,1588.24,False
10172,Lucie Král,30,Ústí nad Labem,lucie.král.10172@example.com,2023-05-12,standard,2064.71,True
10173,Tomáš Růžička,20,České Budějovice,tomáš.růžička.10173@mail.cz,2025-09-22,standard,2155.75,True
10174,Ondřej Horák,31,České Budějovice,ondřej.horák.10174@sentinel.test,2025-08-14,enterprise,2085.45,True
10175,Tereza Černý,23,Jihlava,tereza.černý.10175@demo.io,2023-11-16,free,2367.42,True
10176,Veronika Hájek,58,Pardubice,veronika.hájek.10176@mail.cz,2023-01-24,enterprise,939.78,True
10177,Ondřej Černý,68,Pardubice,ondřej.černý.10177@demo.io,2025-09-11,enterprise,1820.5,True
10178,Daniel Jelínek,33,Ostrava,daniel.jelínek.10178@sentinel.test,2024-05-09,free,919.93,False
10179,Petr Marek,19,Ostrava,petr.marek.10179@example.com,2022-07-14,standard,827.44,True
10180,Nikola Kučera,43,Karlovy Vary,nikola.kučera.10180@company.cz,2022-12-12,premium,1925.84,False
10181,Petr Černý,35,Jihlava,petr.černý.10181@sentinel.test,2025-09-05,premium,1622.49,True
10182,David Král,76,Liberec,david.král.10182@demo.io,2025-03-08,standard,2404.02,True
10183,Anna Procházka,66,Ostrava,anna.procházka.10183@mail.cz,2025-02-02,standard,1113.51,True
10184,Jan Kučera,18,Ostrava,jan.kučera.10184@demo.io,2023-03-07,standard,313.84,True
10185,Eva Němec,53,Liberec,eva.němec.10185@example.com,2025-08-08,free,30.14,True
10186,Anna Němec,36,Liberec,anna.němec.10186@demo.io,2023-01-14,standard,1249.98,True
10187,Nikola Novotný,49,Ostrava,nikola.novotný.10187@demo.io,2022-12-27,premium,1933.03,True
10188,Kateřina Král,46,Ostrava,kateřina.král.10188@example.com,2023-06-28,premium,717.07,False
10189,David Černý,58,České Budějovice,david.černý.10189@mail.cz,2023-11-21,premium,1428.18,True
10190,Adéla Němec,53,Ostrava,adéla.němec.10190@demo.io,2023-12-17,enterprise,911.26,False
10191,Filip Horák,79,Brno,filip.horák.10191@mail.cz,2022-02-20,free,1266.09,False
10192,Jan Svoboda,45,Ostrava,jan.svoboda.10192@mail.cz,2023-11-19,free,985.66,True
10193,Tomáš Růžička,29,Jihlava,tomáš.růžička.10193@sentinel.test,2023-07-21,enterprise,1684.22,True
10194,David Pospíšil,60,Jihlava,david.pospíšil.10194@sentinel.test,2024-04-03,enterprise,28.13,True
10195,Barbora Hájek,59,Ostrava,barbora.hájek.10195@sentinel.test,2023-10-03,free,2488.75,True
10196,Petr Hájek,25,Ústí nad Labem,petr.hájek.10196@mail.cz,2024-07-31,standard,731.43,True
10197,Barbora Němec,57,Liberec,barbora.němec.10197@example.com,2025-02-14,premium,1720.85,True
10198,Filip Pokorný,61,Liberec,filip.pokorný.10198@company.cz,2025-07-28,premium,557.22,True
10199,Veronika Jelínek,74,Ústí nad Labem,veronika.jelínek.10199@sentinel.test,2023-07-11,premium,205.85,False
10200,Eva Horák,56,Brno,eva.horák.10200@sentinel.test,2025-09-26,free,432.79,True
10201,Daniel Pokorný,22,Karlovy Vary,daniel.pokorný.10201@company.cz,2024-02-03,enterprise,2344.51,True
10202,Jan Pospíšil,62,Olomouc,jan.pospíšil.10202@sentinel.test,2022-01-12,free,775.16,True
10203,Nikola Král,45,Zlín,nikola.král.10203@company.cz,2022-08-29,premium,1162.88,True
10204,Petr Němec,64,České Budějovice,petr.němec.10204@demo.io,2025-03-27,free,1312.76,True
10205,Martin Pospíšil,70,Pardubice,martin.pospíšil.10205@company.cz,2022-10-23,standard,637.4,True
10206,Daniel Veselý,37,Ostrava,daniel.veselý.10206@demo.io,2023-07-05,enterprise,2444.78,True
10207,Ondřej Pokorný,28,Ostrava,ondřej.pokorný.10207@company.cz,2022-05-11,premium,843.73,True
10208,David Procházka,71,Jihlava,david.procházka.10208@sentinel.test,2025-06-11,standard,1849.05,True
10209,Karolína Pokorný,69,Karlovy Vary,karolína.pokorný.10209@mail.cz,2022-03-12,premium,516.49,True
10210,David Svoboda,36,Ostrava,david.svoboda.10210@demo.io,2023-04-17,enterprise,925.5,False
10211,Lucie Růžička,37,Hradec Králové,lucie.růžička.10211@company.cz,2024-01-13,premium,1143.59,True
10212,Veronika Novák,60,Ústí nad Labem,veronika.novák.10212@sentinel.test,2024-08-20,premium,1489.66,False
10213,Veronika Kučera,65,Zlín,veronika.kučera.10213@mail.cz,2025-03-11,free,1332.18,True
10214,Daniel Horák,20,Olomouc,daniel.horák.10214@sentinel.test,2024-10-22,premium,1034.11,True
10215,Lucie Novotný,62,České Budějovice,lucie.novotný.10215@company.cz,2023-02-04,premium,1305.91,True
10216,Adéla Kučera,21,Pardubice,adéla.kučera.10216@demo.io,2025-01-20,standard,1695.87,True
10217,Michaela Horák,73,Ostrava,michaela.horák.10217@demo.io,2022-02-18,standard,1877.49,True
10218,Martin Dvořák,23,Pardubice,martin.dvořák.10218@mail.cz,2024-10-27,premium,1536.13,True
10219,Ondřej Horák,33,Karlovy Vary,ondřej.horák.10219@demo.io,2025-02-20,premium,1354.15,True
10220,Ondřej Novák,22,Plzeň,ondřej.novák.10220@sentinel.test,2022-10-12,standard,569.52,True
10221,Jakub Horák,37,Karlovy Vary,jakub.horák.10221@example.com,2024-01-31,enterprise,1803.77,True
10222,Petr Hájek,26,Praha,petr.hájek.10222@company.cz,2025-08-13,free,381.89,True
10223,Tomáš Svoboda,34,Brno,tomáš.svoboda.10223@mail.cz,2024-01-11,enterprise,1720.94,True
10224,Daniel Pospíšil,18,Ostrava,daniel.pospíšil.10224@mail.cz,2023-10-04,free,1554.49,True
10225,Tomáš Dvořák,57,České Budějovice,tomáš.dvořák.10225@company.cz,2023-10-28,premium,408.91,True
10226,Barbora Černý,51,Ústí nad Labem,barbora.černý.10226@mail.cz,2024-09-29,free,319.79,False
10227,Tomáš Černý,41,Zlín,tomáš.černý.10227@mail.cz,2024-06-20,enterprise,2221.25,True
10228,Kateřina Svoboda,29,Pardubice,kateřina.svoboda.10228@example.com,2024-12-27,standard,1946.95,True
10229,Jakub Svoboda,50,Jihlava,jakub.svoboda.10229@sentinel.test,2025-04-09,premium,366.24,True
10230,Petr Novák,65,Karlovy Vary,petr.novák.10230@mail.cz,2024-01-17,free,1927.3,True
10231,Kateřina Pokorný,49,Hradec Králové,kateřina.pokorný.10231@sentinel.test,2025-03-01,premium,1106.52,False
10232,Daniel Černý,42,Karlovy Vary,daniel.černý.10232@company.cz,2025-07-19,free,208.22,True
10233,Filip Horák,42,Hradec Králové,filip.horák.10233@demo.io,2025-10-05,standard,460.56,False
10234,Tereza Novotný,50,České Budějovice,tereza.novotný.10234@mail.cz,2025-05-06,enterprise,1258.59,False
10235,David Beneš,62,Ostrava,david.beneš.10235@sentinel.test,2024-01-29,premium,1265.78,True
